CUSTOMER_ID,OVERDUE_BALANCE,BASE_USAGE,CREDIT_HISTORY,ALTERNATE_USAGE,STANDING_CHARGE,BASE_CHARGE,ALTERNATE_CHARGE,LEVY,TAX,TOTAL_NET,TOTAL_TO_PAY,FIRST_NAME,LAST_NAME,PHONE_1,EMAIL,AGE,IS_REGISTERED_FOR_ALERTS,OWNS_HOME,COMPLAINTS,HAS_THERMOSTAT,HAS_HOME_AUTOMATION,PV_ZONING,WIND_ZONING,SMART_METER_COMMENTS,IS_CAR_OWNER,HAS_EV,HAS_PV,HAS_WIND,EBILL,IN_WARRANTY,CITY,MARITAL_STATUS,EDUCATION,SEGMENT,EMPLOYMENT,BUILDING_TYPE,MISSED_PAYMENT,BILLING_MONTH,RATIO_THIS_MONTH_BASE_USAGE_VS_LAST_MONTH,RATIO_THIS_MONTH_BASE_USAGE_VS_AVG_LOOKBACK_WINDOW,RATIO_THIS_MONTH_ALTERNATE_USAGE_VS_LAST_MONTH,RATIO_THIS_MONTH_ALTERNATE_USAGE_VS_AVG_LOOKBACK_WINDOW,RATIO_THIS_MONTH_TOTAL_TO_PAY_VS_LAST_MONTH,RATIO_THIS_MONTH_TOTAL_TO_PAY_VS_AVG_LOOKBACK_WINDOW,NUM_MISSED_PAYMENTS_LOOKBACK_WINDOW,BILLING_MONTH_NUMBER,Partition
763,0.000000,934.920000,A,0.000000,5.620000,120.980000,0.000000,3.800000,25.560000,130.400000,155.950000,Diamond,Durgan,614-261-9266,Diamond.Durgan@clementina.biz,58,1,1,1,0,0,1,0,Negative,1,0,1,0,0,1,Mountain View,U,Less than 9th grade,High Flyers,Employed full-time,Apartment,Paid,201901,0.921312,1.069401,0.000000,0.000000,0.924532,1.066106,0,1,1_Training
823,0.000000,448.850000,A,0.000000,8.730000,58.080000,0.000000,2.000000,13.490000,68.820000,82.300000,Josefa,Kuphal,208-628-5831,Josefa.Kuphal@norris.us,34,1,0,0,1,1,0,0,Positive,1,0,0,0,1,1,Santa Clara,M,Bachelors degree or more,0,Employed full-time,Apartment,Paid,201902,1.131574,1.083481,0.000000,0.000000,1.112463,1.071754,0,2,1_Training
886,0.000000,66.760000,A - Excellent,0.000000,8.730000,8.640000,0.000000,0.520000,3.510000,17.890000,21.400000,Nico,Hackett,847-574-1996,Nico.Hackett@tina.me,56,0,1,0,1,1,1,1,Neutral,1,0,1,1,0,1,Santa Clara,M,Some college,Budget Payment Plan Members,Employed full-time,Apartment,Paid,201807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,7,1_Training
887,0.000000,514.950000,A,0.000000,8.730000,66.630000,0.000000,2.260000,15.210000,77.630000,92.840000,Maynard,Frami,650-372-7412,Maynard.Frami@zelma.org,59,0,0,1,1,0,0,0,Negative,1,0,0,0,0,0,Mountain View,M,High school graduate,Budget Payment Plan Members,Employed full-time,Apartment,Paid,201901,1.069404,1.171504,0.000000,0.000000,1.060907,1.148678,0,1,1_Training
930,0.000000,1195.670000,A,0.000000,8.730000,154.720000,0.000000,4.900000,33.000000,168.350000,201.350000,Max,McKenzie,320-669-8570,Max.McKenzie@chaim.com,35,0,0,0,1,1,1,0,Neutral,1,0,1,0,0,1,Santa Clara,M,Some college,0,Stay at home parent,Dormitory,Paid,201906,1.131556,1.085719,0.000000,0.000000,1.123668,1.080764,0,6,1_Training
967,0.000000,1053.050000,D,0.000000,17.450000,136.260000,0.000000,4.610000,31.030000,158.330000,189.360000,Toy,Dickinson,412-828-5321,Toy.Dickinson@reta.us,15,1,1,0,0,1,1,0,Positive,1,0,1,0,1,1,Mountain View,U,Associate degree,Budget Payment Plan Members,Retired,Dormitory,Paid,201903,0.878259,0.939407,0.000000,0.000000,0.471843,0.572263,1,3,1_Training
992,0.000000,278.050000,A,209.260000,8.950000,40.980000,18.880000,2.060000,13.890000,70.870000,84.770000,Keven,Lowe,832-300-2448,Keven.Lowe@enos.biz,47,0,1,0,1,0,1,1,Negative,0,0,0,0,1,0,Sunnyvale,S,Bachelors degree or more,High Flyers,Employed full-time,Bungalow,Paid,201906,1.070988,0.987791,1.090748,1.096253,1.066558,1.017077,0,6,1_Training
2,0.000000,406.280000,A,290.570000,15.460000,59.890000,26.210000,3.050000,20.500000,104.600000,125.100000,Ima,Labadie,505-339-5197,Ima.Labadie@allie.tv,34,0,1,1,1,0,1,0,Negative,1,0,0,0,0,1,Mountain View,U,Bachelors degree,High Flyers,Employed full-time,Single Family,Paid,201906,0.978941,0.937029,1.025843,0.998854,0.993804,0.961568,0,6,1_Training
55,0.000000,683.770000,A - Excellent,0.000000,14.870000,88.480000,0.000000,3.100000,20.860000,106.450000,127.310000,Jordi,Jast,319-210-7553,Jordi.Jast@efrain.net,18,1,1,1,1,1,1,0,Negative,1,0,1,0,1,1,Santa Clara,S,Associate degree,Budget Payment Plan Members,Retired,Townhouse,Paid,201904,1.072110,1.016224,0.000000,0.000000,1.061094,1.013830,0,4,1_Training
91,0.000000,374.610000,A,230.590000,8.950000,55.220000,20.800000,2.550000,17.150000,87.520000,104.670000,Grayce,Ortiz,715-448-1801,Grayce.Ortiz@eriberto.com,19,1,1,1,1,0,1,1,Neutral,1,0,0,0,1,0,Palo Alto,S,Bachelors degree or more,High Flyers,Employed part-time,Townhouse,Paid,201904,0.978810,0.892580,0.955774,0.874728,0.975217,0.898275,0,4,1_Training
95,0.000000,657.690000,A,389.530000,15.460000,96.940000,35.140000,4.430000,29.790000,151.970000,181.750000,Porter,Walker,863-733-1880,Porter.Walker@libbie.ca,30,0,1,1,0,0,1,0,Negative,1,0,0,0,1,0,Sunnyvale,M,Bachelors degree or more,High Flyers,Employed full-time,Townhouse,Paid,201901,1.080714,1.217922,1.014586,1.086121,1.055397,1.158012,0,1,1_Training
103,0.000000,271.790000,A,197.170000,8.950000,40.060000,17.780000,2.000000,13.480000,68.800000,82.290000,Noah,Block,507-402-2186,Noah.Block@kendall.ca,43,1,0,1,1,0,1,1,Neutral,1,0,0,0,0,0,Palo Alto,U,High school graduate,High Flyers,Employed full-time,Townhouse,Paid,201807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,7,1_Training
105,0.000000,255.420000,B,187.950000,8.950000,37.650000,16.950000,1.910000,12.830000,65.460000,78.290000,Hank,Kling,414-449-8689,Hank.Kling@nathanial.io,37,1,1,0,1,1,1,1,Positive,1,0,1,0,1,1,Mountain View,M,High school graduate,Budget Payment Plan Members,Employed full-time,Townhouse,Paid,201810,0.883409,1.177992,0.900834,1.204885,0.902895,1.155913,0,10,2_Testing
151,0.000000,767.800000,A,0.000000,8.730000,99.350000,0.000000,3.240000,21.820000,111.330000,133.150000,Gia,Hintz,615-713-6048,Gia.Hintz@xzavier.biz,52,1,1,0,1,1,0,0,Positive,0,0,0,0,0,0,Palo Alto,S,Associate degree,High Flyers,Employed full-time,Townhouse,Paid,201812,1.095167,1.084525,0.000000,0.000000,1.086850,1.077207,0,12,1_Training
159,0.000000,1513.130000,A,0.000000,20.020000,195.800000,0.000000,6.470000,43.570000,222.290000,265.860000,Sabrina,Herzog,972-224-3790,Sabrina.Herzog@sven.net,58,1,1,1,1,0,0,1,Positive,1,0,0,0,1,0,Palo Alto,U,High school graduate,High Flyers,Employed part-time,Townhouse,Paid,201809,1.130349,0.000000,0.000000,0.000000,1.116824,0.000000,0,9,2_Testing
187,0.000000,958.160000,A,0.000000,5.620000,123.990000,0.000000,3.890000,26.160000,133.490000,159.660000,Desiree,Anderson,678-205-8151,Desiree.Anderson@corine.me,35,1,1,0,1,1,1,1,Negative,1,0,0,1,1,1,Mountain View,M,Some college,Budget Payment Plan Members,Employed part-time  Student,Townhouse,Paid,201812,1.086965,1.091609,0.000000,0.000000,1.082881,1.087306,0,12,1_Training
199,0.000000,345.960000,A,211.360000,7.490000,50.990000,19.060000,2.330000,15.660000,79.880000,95.530000,Catharine,Kozey,405-583-7635,Catharine.Kozey@alex.name,36,1,1,1,1,1,1,1,Neutral,0,0,1,0,1,1,Cupertino,S,Associate degree,High Flyers,Employed full-time,Townhouse,Paid,201901,0.960947,1.111851,0.909310,0.968431,0.951210,1.061720,0,1,1_Training
220,0.000000,414.920000,A - Excellent,101.140000,8.950000,61.160000,9.120000,2.380000,16.000000,81.610000,97.600000,Christopher,Crona,336-244-8803,Christopher.Crona@alf.me,66,1,1,1,0,1,1,1,Positive,0,0,1,1,1,0,Santa Clara,M,Bachelors degree or more,High Flyers,Employed part-time,Condominium,Paid,201811,1.117148,1.064316,1.049933,1.017334,1.094539,1.051045,0,11,1_Training
240,0.000000,433.420000,A,0.000000,5.620000,56.080000,0.000000,1.850000,12.460000,63.560000,76.010000,Norris,Collins,631-709-7907,Norris.Collins@carissa.info,54,0,0,0,1,1,0,0,Neutral,1,1,0,0,0,1,Sunnyvale,M,Associate degree,Budget Payment Plan Members,Employed full-time,Condominium,Paid,201811,1.009127,1.018869,0.000000,0.000000,1.008224,1.017038,0,11,1_Training
257,0.000000,914.680000,A,0.000000,5.620000,118.360000,0.000000,3.720000,25.030000,127.700000,152.730000,Reta,Wintheiser,301-965-6945,Reta.Wintheiser@adelle.co.uk,68,1,1,0,0,1,0,0,Neutral,1,0,0,0,1,1,Palo Alto,M,Bachelors degree,High Flyers,Employed full-time,Condominium,Paid,201809,1.119203,0.000000,0.000000,0.000000,1.113192,0.000000,0,9,1_Training
262,0.000000,624.230000,A,0.000000,8.730000,80.780000,0.000000,2.690000,18.070000,92.190000,110.260000,Marcelino,White,409-962-9093,Marcelino.White@luis.biz,57,1,1,0,1,0,0,0,Positive,1,0,0,0,1,1,Santa Clara,M,Bachelors degree or more,Budget Payment Plan Members,Retired,Condominium,Paid,201809,1.122070,0.000000,0.000000,0.000000,0.754276,0.000000,0,9,1_Training
268,0.000000,315.130000,A,0.000000,8.730000,40.780000,0.000000,1.490000,9.990000,50.990000,60.990000,Kaley,Vandervort,940-575-7236,Kaley.Vandervort@hudson.tv,17,0,1,1,1,0,0,0,Positive,0,0,0,0,0,1,Mountain View,U,Some high school,Budget Payment Plan Members,Stay at home parent,Condominium,Paid,201807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,7,1_Training
271,0.000000,956.500000,A,0.000000,34.930000,123.770000,0.000000,4.760000,32.040000,163.460000,195.500000,Freeda,Bailey,803-935-9550,Freeda.Bailey@randall.biz,41,1,1,0,0,0,0,0,Neutral,0,0,0,0,0,0,Cupertino,U,Some college,High Flyers,Employed part-time,Condominium,Paid,201807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,7,1_Training
305,0.000000,1546.300000,A,325.900000,20.900000,227.920000,29.400000,8.350000,56.170000,286.570000,342.730000,Wendy,Runolfsdottir,336-213-8442,Wendy.Runolfsdottir@skyla.com,58,1,1,1,1,1,0,0,Neutral,1,0,0,0,1,0,Sunnyvale,M,Some college,High Flyers,Employed full-time,Condominium,Paid,201902,1.105669,1.162410,1.109069,1.113110,1.097298,1.143094,0,2,1_Training
325,0.000000,375.380000,A,92.580000,7.490000,55.330000,8.350000,2.140000,14.370000,73.310000,87.680000,Helmer,Douglas,910-221-6622,Helmer.Douglas@sadye.info,25,1,1,1,0,0,0,0,Neutral,1,0,0,0,0,0,Santa Clara,M,Bachelors degree,Budget Payment Plan Members,Employed full-time,Condominium,Paid,201808,2.318305,0.000000,2.170692,0.000000,2.021674,0.000000,0,8,1_Training
433,0.000000,911.850000,A,0.000000,17.450000,117.990000,0.000000,4.060000,27.340000,139.510000,166.850000,Chance,Adams,928-505-4385,Chance.Adams@fatima.me,66,0,1,0,1,1,1,1,Negative,1,0,1,0,1,0,Santa Clara,U,Associate degree,High Flyers,Employed full-time,Apartment,Paid,201807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,7,1_Training
434,0.000000,923.850000,A,0.000000,8.730000,119.550000,0.000000,3.850000,25.900000,132.120000,158.020000,Alexane,Jacobs,937-305-5594,Alexane.Jacobs@jaiden.io,57,0,1,1,0,0,0,0,Neutral,1,0,0,0,1,1,Cupertino,M,High school graduate,High Flyers,Employed full-time,Apartment,Paid,201901,1.031048,1.036260,0.000000,0.000000,1.028843,1.033711,0,1,1_Training
481,0.000000,684.770000,A - Excellent,0.000000,5.620000,88.610000,0.000000,2.830000,19.020000,97.060000,116.080000,Hortense,Kuhlman,973-820-4171,Hortense.Kuhlman@francesco.net,65,1,1,0,0,0,0,0,Neutral,1,0,0,0,0,0,Sunnyvale,S,Bachelors degree or more,Budget Payment Plan Members,Employed full-time,Apartment,Paid,201809,1.117864,0.000000,0.000000,0.000000,1.110070,0.000000,0,9,1_Training
521,0.000000,671.550000,A,571.640000,18.180000,98.990000,51.560000,5.060000,34.060000,173.790000,207.850000,Donnie,Murazik,863-501-1820,Donnie.Murazik@coy.com,35,1,1,0,1,0,0,0,Negative,1,0,0,0,0,0,Santa Clara,M,Less than 9th grade,Budget Payment Plan Members,Employed full-time,Apartment,Paid,201904,0.884724,0.885697,0.863505,0.889011,0.889084,0.897763,0,4,1_Training
532,0.000000,2048.010000,A - Excellent,0.000000,34.930000,265.010000,0.000000,9.000000,60.550000,308.940000,369.490000,Meredith,Farrell,216-204-8256,Meredith.Farrell@giovanna.org,19,0,1,0,1,1,1,0,Positive,1,0,0,0,1,0,Sunnyvale,M,Bachelors degree or more,Green Advocate,Not currently employed,Apartment,Paid,201902,1.122609,1.073919,0.000000,0.000000,1.106788,1.064741,0,2,1_Training
553,0.000000,573.370000,A,0.000000,8.730000,74.190000,0.000000,2.490000,16.740000,85.410000,102.150000,Darrin,Grady,773-271-0858,Darrin.Grady@kelly.ca,52,0,1,0,0,1,0,0,Positive,1,0,0,0,1,0,Palo Alto,S,Some college,Budget Payment Plan Members,Not currently employed,Apartment,Paid,201811,1.045685,1.046538,0.000000,0.000000,1.040648,1.041391,0,11,1_Training
561,0.000000,901.650000,A,0.000000,8.730000,116.670000,0.000000,3.760000,25.320000,129.170000,154.480000,Hollis,Spinka,304-779-1755,Hollis.Spinka@santiago.com,28,0,1,1,0,1,1,0,Negative,0,0,1,0,0,1,Sunnyvale,S,Some college,Budget Payment Plan Members,Not currently employed,Apartment,Paid,201906,0.949955,1.002963,0.000000,0.000000,0.953286,1.002748,0,6,1_Training
570,0.000000,329.960000,A,0.000000,5.620000,42.700000,0.000000,1.450000,9.750000,49.770000,59.520000,Sydnie,Fisher,937-369-4460,Sydnie.Fisher@modesto.biz,27,0,1,0,1,1,0,1,Positive,1,0,0,1,0,0,Mountain View,S,Bachelors degree,Green Advocate,Not currently employed,Apartment,Paid,201807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,7,1_Training
580,0.000000,479.900000,A,0.000000,8.730000,62.100000,0.000000,2.120000,14.300000,72.950000,87.250000,Myrtie,Dickens,507-289-0652,Myrtie.Dickens@isaac.biz,67,1,0,0,0,1,0,1,Negative,0,0,0,1,0,1,Santa Clara,U,Associate degree,Budget Payment Plan Members,Not currently employed,Apartment,Paid,201901,0.907132,1.002381,0.000000,0.000000,0.917648,1.002067,0,1,1_Training
598,0.000000,266.100000,E,255.310000,8.950000,39.220000,23.030000,2.140000,14.370000,73.340000,87.710000,Bernadette,Yost,832-379-4016,Bernadette.Yost@carley.name,48,0,1,1,1,1,1,1,Positive,1,0,0,0,0,1,Santa Clara,S,Some college,Budget Payment Plan Members,Not currently employed,Apartment,Paid,201808,4.449833,0.000000,4.109948,0.000000,3.046544,0.000000,0,8,1_Training
619,0.000000,519.020000,B,0.000000,7.350000,67.160000,0.000000,2.240000,15.040000,76.750000,91.790000,Monty,Thompson,208-733-7745,Monty.Thompson@kole.co.uk,59,0,1,0,0,1,1,1,Negative,0,0,1,0,0,1,Santa Clara,S,Associate degree,Budget Payment Plan Members,Employed part-time  Student,Apartment,Paid,201812,0.927053,0.989703,0.000000,0.000000,0.933774,0.990718,0,12,1_Training
665,0.000000,1110.680000,A,0.000000,17.450000,143.720000,0.000000,4.840000,32.540000,166.010000,198.540000,Cordell,Fay,405-299-9577,Cordell.Fay@sadye.com,50,0,1,0,1,0,1,1,Negative,1,0,1,0,1,1,Santa Clara,S,High school graduate,Budget Payment Plan Members,Retired,Apartment,Paid,201903,0.850307,0.878367,0.000000,0.000000,0.864307,0.890074,0,3,1_Training
681,0.000000,855.350000,A,0.000000,14.870000,110.680000,0.000000,3.770000,25.350000,129.320000,154.670000,Shawn,Thompson,832-568-5142,Shawn.Thompson@june.tv,79,0,1,0,1,1,0,1,Negative,0,0,0,1,1,1,Santa Clara,U,High school graduate,Budget Payment Plan Members,Employed part-time,Apartment,Paid,201906,1.149927,1.025776,0.000000,0.000000,1.129885,1.022679,0,6,1_Training
713,0.000000,333.910000,E,302.880000,7.490000,49.220000,27.320000,2.520000,16.960000,86.550000,103.510000,Matteo,Yundt,954-746-1310,Matteo.Yundt@lafayette.name,15,0,1,0,1,1,0,1,Positive,1,0,0,1,1,1,Santa Clara,U,Associate degree,Budget Payment Plan Members,Employed full-time,Apartment,Paid,201902,1.024327,1.058755,1.089496,1.072635,0.167807,0.199767,2,2,1_Training
743,0.000000,808.070000,A,0.000000,5.620000,104.560000,0.000000,3.310000,22.240000,113.490000,135.730000,Marjory,Christiansen,937-649-3539,Marjory.Christiansen@chet.info,61,1,0,1,0,1,0,1,Neutral,0,0,0,0,0,1,Sunnyvale,M,Less than 9th grade,High Flyers,Employed full-time  Student,Apartment,Paid,201901,0.984659,1.074652,0.000000,0.000000,0.985407,1.070538,0,1,1_Training
786,0.000000,410.020000,A,85.480000,8.950000,60.440000,7.710000,2.310000,15.560000,79.410000,94.970000,Madonna,Huel,860-297-1466,Madonna.Huel@bartholome.com,45,0,0,1,1,1,1,1,Positive,1,0,0,1,0,1,Sunnyvale,M,High school graduate,High Flyers,Employed full-time,Apartment,Paid,201809,1.124637,0.000000,1.126813,0.000000,1.108815,0.000000,0,9,1_Training
856,0.000000,531.060000,A - Excellent,0.000000,8.730000,68.720000,0.000000,2.320000,15.640000,79.770000,95.410000,Angel,Kemmer,309-878-3521,Angel.Kemmer@adolphus.tv,27,1,1,0,1,1,0,0,Negative,1,0,0,0,0,1,Cupertino,S,Associate degree,Budget Payment Plan Members,Employed full-time,Apartment,Paid,201906,1.084859,0.992067,0.000000,0.000000,1.074558,0.992958,0,6,1_Training
867,0.000000,710.080000,A - Excellent,0.000000,8.730000,91.880000,0.000000,3.020000,20.310000,103.630000,123.940000,Romaine,Rowe,267-390-3437,Romaine.Rowe@vernice.biz,36,1,0,0,1,0,0,0,Neutral,1,1,0,0,0,1,Sunnyvale,M,Bachelors degree or more,Green Advocate,Not currently employed,Apartment,Paid,201903,0.949013,0.964678,0.000000,0.000000,0.953165,0.967601,0,3,1_Training
880,0.000000,240.180000,A,0.000000,8.730000,31.080000,0.000000,1.190000,8.040000,41.000000,49.040000,Rosella,Halvorson,325-798-3959,Rosella.Halvorson@etha.io,48,0,0,1,1,1,0,1,Negative,1,1,0,0,1,1,Mountain View,U,Some college,0,Unknown,Apartment,Paid,201807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,7,1_Training
992,0.000000,281.070000,A,183.360000,8.950000,41.430000,16.540000,2.010000,13.510000,68.930000,82.440000,Keven,Lowe,832-300-2448,Keven.Lowe@enos.biz,47,0,1,0,1,0,1,1,Negative,0,0,0,0,1,0,Sunnyvale,S,Bachelors degree or more,High Flyers,Employed full-time,Bungalow,Paid,201904,0.925272,0.915567,0.928640,0.940340,0.935542,0.932228,0,4,1_Training
17,0.000000,242.470000,A,170.390000,7.490000,35.740000,15.370000,1.760000,11.830000,60.360000,72.190000,Zetta,Borer,765-474-0145,Zetta.Borer@easton.net,49,0,1,1,0,1,0,0,Positive,1,0,0,0,0,1,Santa Clara,M,Bachelors degree or more,Green Advocate,Not currently employed,Townhouse,Paid,201812,0.977268,1.020654,0.961406,0.980342,0.975936,1.007209,0,12,1_Training
74,0.000000,654.690000,A,0.000000,8.730000,84.720000,0.000000,2.800000,18.870000,96.250000,115.120000,Elizabeth,Ankunding,231-599-7622,Elizabeth.Ankunding@alycia.com,37,0,1,0,0,1,0,0,Positive,1,0,0,0,1,0,Palo Alto,S,Bachelors degree or more,0,Retired,Townhouse,Paid,201905,0.930063,0.861676,0.000000,0.000000,0.936239,0.873003,0,5,1_Training
80,0.000000,407.690000,A,0.000000,5.620000,52.760000,0.000000,1.750000,11.780000,60.130000,71.910000,Benjamin,Reynolds,203-629-3703,Benjamin.Reynolds@antonette.biz,41,1,1,1,1,1,0,0,Negative,1,1,0,0,1,1,Mountain View,S,Associate degree,High Flyers,Employed full-time,Townhouse,Paid,201808,2.286411,0.000000,0.000000,0.000000,2.034229,0.000000,0,8,1_Training
110,0.000000,621.900000,A,0.000000,8.730000,80.470000,0.000000,2.680000,18.010000,91.880000,109.890000,Zachariah,Powlowski,803-447-5720,Zachariah.Powlowski@yoshiko.us,47,1,0,0,0,1,1,0,Negative,1,0,1,0,0,0,Sunnyvale,U,Bachelors degree or more,Budget Payment Plan Members,Employed full-time,Townhouse,Paid,201812,1.197366,1.217486,0.000000,0.000000,1.174666,1.192124,0,12,1_Training
112,0.000000,818.780000,A,0.000000,14.870000,105.950000,0.000000,3.620000,24.390000,124.440000,148.840000,Jeromy,Baumbach,646-240-8696,Jeromy.Baumbach@esperanza.biz,31,0,1,0,1,1,0,0,Positive,1,0,0,0,0,0,Cupertino,U,Associate degree,High Flyers,Employed full-time,Townhouse,Paid,201903,0.870829,0.937152,0.000000,0.000000,0.884899,0.944476,0,3,1_Training
116,0.000000,364.910000,A,223.340000,8.950000,53.790000,20.150000,2.490000,16.730000,85.370000,102.100000,Consuelo,Watsica,208-493-1657,Consuelo.Watsica@madelyn.biz,64,1,1,0,1,1,0,1,Neutral,1,0,0,0,0,0,Sunnyvale,U,Some college,High Flyers,Employed full-time,Townhouse,Paid,201903,0.972808,0.953805,0.986310,0.985005,0.978907,0.966033,0,3,1_Training
129,0.000000,1045.090000,A,0.000000,17.450000,135.230000,0.000000,4.580000,30.820000,157.270000,188.090000,Kellen,Bartoletti,256-325-8115,Kellen.Bartoletti@freddy.biz,17,1,1,1,1,1,1,0,Positive,0,0,0,0,0,0,Sunnyvale,U,Less than 9th grade,Budget Payment Plan Members,Retired,Townhouse,Paid,201812,1.035717,1.102544,0.000000,0.000000,1.031534,1.089787,0,12,1_Training
134,0.000000,630.910000,A,0.000000,8.730000,81.640000,0.000000,2.710000,18.240000,93.080000,111.320000,Nakia,Schoen,949-525-1837,Nakia.Schoen@nannie.co.uk,26,1,1,0,1,1,0,0,Positive,1,1,0,0,1,0,Palo Alto,M,Associate degree,Green Advocate,Employed full-time  Student,Townhouse,Paid,201904,0.979309,0.904712,0.000000,0.000000,0.981225,0.913083,0,4,1_Training
151,0.000000,701.010000,A,0.000000,8.730000,90.710000,0.000000,2.980000,20.080000,102.420000,122.500000,Gia,Hintz,615-713-6048,Gia.Hintz@xzavier.biz,52,1,1,0,1,1,0,0,Positive,0,0,0,0,0,0,Palo Alto,S,Associate degree,High Flyers,Employed full-time,Townhouse,Paid,201901,0.913011,0.985312,0.000000,0.000000,0.920015,0.986577,0,1,1_Training
166,0.000000,289.400000,A,258.360000,8.950000,42.660000,23.300000,2.250000,15.120000,77.160000,92.280000,Joe,Tromp,361-780-2101,Joe.Tromp@gayle.tv,25,1,1,0,1,0,1,0,Positive,1,0,0,0,0,0,Mountain View,M,Associate degree,Budget Payment Plan Members,Student,Townhouse,Paid,201905,0.931565,0.856171,0.950622,0.875016,0.945201,0.877103,0,5,1_Training
203,0.000000,1405.690000,A,0.000000,20.020000,181.900000,0.000000,6.060000,40.760000,207.970000,248.740000,Lou,Leannon,828-292-9219,Lou.Leannon@lorena.biz,38,1,1,0,1,1,1,1,Neutral,0,0,0,0,0,1,Santa Clara,M,High school graduate,Budget Payment Plan Members,Employed full-time,Townhouse,Paid,201808,4.614115,0.000000,0.000000,0.000000,3.396695,0.000000,0,8,1_Training
233,0.000000,887.790000,A,0.000000,8.730000,114.880000,0.000000,3.710000,24.950000,127.320000,152.270000,Issac,Kirlin,909-842-0270,Issac.Kirlin@deja.co.uk,17,1,1,0,1,0,1,1,Positive,1,0,0,1,0,1,Santa Clara,S,Bachelors degree or more,Green Advocate,Not currently employed,Condominium,Paid,201812,1.229388,1.344641,0.000000,0.000000,1.209740,1.312635,0,12,1_Training
236,0.000000,508.000000,E,0.000000,8.730000,65.740000,0.000000,2.230000,15.030000,76.700000,91.730000,Evangeline,Koelpin,662-441-9882,Evangeline.Koelpin@dannie.org,17,1,1,1,1,1,1,1,Positive,1,0,0,0,0,0,Santa Clara,M,Bachelors degree or more,0,Employed part-time,Condominium,Paid,201809,1.135652,0.000000,0.000000,0.000000,1.117841,0.000000,0,9,1_Training
248,0.000000,993.330000,A,0.000000,14.870000,128.540000,0.000000,4.300000,28.950000,147.710000,176.660000,Casper,Reilly,715-487-2365,Casper.Reilly@grayson.tv,49,0,1,0,1,0,1,1,Positive,1,1,0,0,0,1,Santa Clara,M,Associate degree,0,Employed full-time,Condominium,Paid,201809,1.136247,0.000000,0.000000,0.000000,1.120441,0.000000,0,9,1_Training
253,0.000000,575.210000,A - Excellent,136.530000,7.490000,84.790000,12.320000,3.140000,21.110000,107.730000,128.840000,Omer,Botsford,434-766-3232,Omer.Botsford@rahsaan.biz,38,1,1,1,1,1,0,0,Positive,0,0,0,0,1,0,Sunnyvale,S,High school graduate,0,Unknown,Condominium,Paid,201807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,7,1_Training
264,0.000000,930.740000,A,0.000000,5.620000,120.440000,0.000000,3.780000,25.450000,129.840000,155.290000,Mariano,Marquardt,202-756-6751,Mariano.Marquardt@haven.net,20,0,1,0,0,0,0,1,Positive,1,1,0,0,0,1,Cupertino,S,Bachelors degree or more,Budget Payment Plan Members,Employed full-time,Condominium,Paid,201811,1.068625,1.041764,0.000000,0.000000,0.346614,0.517053,2,11,1_Training
345,0.000000,480.920000,A - Excellent,0.000000,7.350000,62.230000,0.000000,2.090000,14.050000,71.670000,85.720000,Trenton,Johns,251-574-2475,Trenton.Johns@micaela.io,70,1,1,1,1,1,1,0,Positive,1,0,0,0,0,1,Palo Alto,S,Bachelors degree,Green Advocate,Not currently employed,Condominium,Paid,201901,1.060510,1.064336,0.000000,0.000000,1.053848,1.057184,0,1,1_Training
362,0.000000,1937.750000,A,0.000000,34.930000,250.740000,0.000000,8.570000,57.670000,294.250000,351.920000,Jamison,Emmerich,417-451-6234,Jamison.Emmerich@blanche.info,23,1,1,1,1,0,0,0,Positive,1,0,0,0,0,0,Cupertino,S,High school graduate,High Flyers,Not currently employed,Condominium,Paid,201906,1.081919,1.033019,0.000000,0.000000,1.071196,1.028865,0,6,1_Training
371,0.000000,707.940000,C,0.000000,8.730000,91.610000,0.000000,3.010000,20.260000,103.350000,123.600000,Reese,Wunsch,201-920-0081,Reese.Wunsch@loraine.ca,21,1,0,0,1,1,1,1,Negative,1,0,1,0,1,0,Palo Alto,U,Associate degree,Budget Payment Plan Members,Retired,Condominium,Paid,201812,1.152828,1.350721,0.000000,0.000000,0.280858,0.364022,2,12,1_Training
442,0.000000,551.750000,A,0.000000,8.730000,71.400000,0.000000,2.400000,16.180000,82.530000,98.710000,Ophelia,Weimann,504-374-7804,Ophelia.Weimann@regan.ca,40,1,1,1,0,1,0,1,Neutral,1,0,0,0,0,0,Palo Alto,M,Masters degree,Budget Payment Plan Members,Employed full-time,Apartment,Paid,201811,1.121854,1.071366,0.000000,0.000000,1.107235,1.063151,0,11,1_Training
